Year,Title,Instructor,Credits,Actual,Capacity
15SP,Keyboard Skills IB,Strouf Linda K.,1,4,12
15SP,Keyboard Skills IB,Strouf Linda K.,1,6,12
15SP,Eurhythmics II,Aschbrenner Charles,.5,10,15
15SP,Theory IV,Hodson Robert D.,4,10,20
15SP,Aural Skills IV,Wolfe Jennifer A.,1,11,20
15SP,Musical Perspectives,Hornbach Christina M.,4,6,24
15SP,Keyboard Skills,Strouf Linda K.,1,5,12
15SP,Music Literature Before 1700,Randel Julia,4,7,30
15SP,Piano Pedagogy II,Kolean Lora L.,1,1,10
15SP,Piano Literature II,Le Andrew C.,1,2,5
15SP,Instrum of Band & Orchestra II,Fritz Andrew N.,1,4,15
15SP,Brass Methods,Wesselink Paul J.,1,5,15
15SP,Diction for Singers I,Staff,1,0,0
15SP,Service Playing,Lewis Huw R.,2,1,10
15SP,Voice Literature,Staff,2,0,10
15SP,Literature & Pedagogy: Flute,Sooy Julie A.,3,2,10
15SP,Advanced Choral Conducting,Richmond Brad W.,2,2,12
15SP,Adv Instrumental Conducting,Southard Robert G.,2,5,15
15SP,Jazz Theory & Improvisation II,Talaga Stephen C.,3,4,10
15SP,Jazz Comp & Arranging II,Talaga Stephen C.,3,1,10
15SP,Secondary Choral Methods,Hornbach Christina M.,4,4,10
15SP,Keyboard Skills II: Piano,Le Andrew C.,1,3,10
15SP,Keyboard Skills II: Organ,Lewis Huw R.,1,2,10
15SP,Ind Study: Advanced Recording,Munch Jean-Yves,  1-4,1,10
15SP,Ind Study: Advanced Recording,Elliot Drew I.,  1-4,1,10
15SP,Music Internship,Richmond Brad W.,  1-4,1,5
15SP,Music Internship,Elliot Drew I.,  1-4,2,5
11FA,Pending Audition - Piano,Le Andrew C.,  2/3,0,50
11FA,Pending Audition - Voice,Dykstra Linda L.,  2/3,0,50
11FA,Concert Attendance,Hodson Robert D.,0,84,100
11FA,Introduction to Music,Lewis Huw R.,4,36,35
11FA,World Music,Randel Julia,4,33,35
11FA,Survey of Jazz,Coyle Brian R.,4,43,40
11FA,Survey of Jazz,Talaga Stephen C.,4,37,40
11FA,Theory I,West Elizabeth O.,4,18,20
11FA,Theory I,West Elizabeth O.,4,15,20
11FA,Aural Skills I,Sooy Julie A.,1,11,20
11FA,Aural Skills I,Wolfe Jennifer A.,1,16,20
11FA,Chapel Choir,Richmond Brad W.,1,17,25
11FA,Chapel Choir,Richmond Brad W.,0,23,25
11FA,College Chorus,Richmond Brad W.,1,35,50
11FA,College Chorus,Richmond Brad W.,0,35,50
11FA,Women's Chamber Choir,Wolfe Jennifer A.,1,12,20
11FA,Women's Chamber Choir,Wolfe Jennifer A.,0,16,20
11FA,Orchestra,Piippo Richard G.,1,23,30
11FA,Orchestra,Piippo Richard G.,1,5,30
11FA,Orchestra,Piippo Richard G.,0,20,30
11FA,Orchestra,Piippo Richard G.,0,13,30
11FA,Wind Ensemble,Southard Robert G.,1,17,30
11FA,Wind Ensemble,Southard Robert G.,0,22,30
11FA,Concert Band,Southard Robert G.,1,10,30
11FA,Concert Band,Southard Robert G.,0,14,30
11FA,Jazz Arts Collective,Coyle Brian R.,1,2,20
11FA,Jazz Arts Collective,Coyle Brian R.,0,9,15
11FA,Collegium Musicum - Vocal,DeBoer James R.,1,7,15
11FA,Collegium Musicum - Vocal,DeBoer James R.,0,15,15
11FA,Jazz Chamber Ensemble I,Coyle Brian R.,.5,3,4
11FA,Jazz Chamber Ensemble I,Coyle Brian R.,0,2,4
11FA,Jazz Chamber Ensemble II,Hodson Robert D.,.5,1,4
11FA,Jazz Chamber Ensemble II,Hodson Robert D.,0,3,4
11FA,Jazz Chamber Ensemble III,Talaga Stephen C.,.5,2,4
11FA,Jazz Chamber Ensemble III,Talaga Stephen C.,0,5,4
11FA,Jazz Chamber Ensemble IV,Van Lente Michael J.,.5,1,4
11FA,Jazz Chamber Ensemble IV,Van Lente Michael J.,0,3,4
11FA,Jazz Chamber Ensemble V,Lockwood Thomas E.,.5,3,4
11FA,Jazz Chamber Ensemble V,Lockwood Thomas E.,0,3,4
11FA,Jazz Education Ensemble,Coyle Brian R.,.5,2,5
11FA,Jazz Education Ensemble,Coyle Brian R.,0,1,5
11FA,Flute Choir,Sooy Julie A.,.5,1,12
11FA,Flute Choir,Sooy Julie A.,0,5,12
11FA,Percussion Ensemble,Secor Gregory,.5,2,6
11FA,Percussion Ensemble,Secor Gregory,0,1,6
11FA,Chamber Music,Piippo Richard G.,.5,0,4
11FA,Chamber Music,Piippo Richard G.,0,4,4
11FA,Chamber Music,Craioveanu Mihai D.,.5,0,4
11FA,Chamber Music,Craioveanu Mihai D.,0,8,4
11FA,Chamber Music,Le Andrew C.,.5,3,4
11FA,Chamber Music,Le Andrew C.,0,2,4
11FA,Brass Ensemble,Puccini Dorival,.5,2,5
11FA,Brass Ensemble,Puccini Dorival,0,4,5
11FA,12th Street Harmony,Richmond Brad W.,.5,4,12
11FA,12th Street Harmony,Richmond Brad W.,0,8,12
11FA,Luminescence,Richmond Brad W.,.5,1,12
11FA,Luminescence,Richmond Brad W.,0,8,12
11FA,Saxophone Quartet,Schekman Joel W.,.5,1,4
11FA,Saxophone Quartet,Schekman Joel W.,0,3,4
11FA,Woodwind Quintet,Southard Robert G.,.5,1,5
11FA,Woodwind Quintet,Southard Robert G.,0,9,5
11FA,Piano Ensemble,Clark Adam L.,.5,1,5
11FA,Piano Ensemble,Clark Adam L.,0,6,5
11FA,Flute,Sooy Julie A.,2,6,12
11FA,Flute,Southard Robert G.,2,1,10
11FA,Flute,Southard Robert G.,3,2,15
11FA,Oboe,Southard Sarah,2,2,12
11FA,Oboe,Southard Sarah,2,1,10
11FA,Oboe,Southard Sarah,3,1,5
11FA,Clarinet,Schekman Joel W.,2,2,12
11FA,Clarinet,Schekman Joel W.,2,1,10
11FA,Clarinet,Schekman Joel W.,3,2,4
11FA,Saxophone,Lockwood Thomas E.,2,2,12
11FA,Saxophone,Lockwood Thomas E.,2,0,1
11FA,Saxophone,Lockwood Thomas E.,3,0,4
11FA,Jazz Saxophone,Lockwood Thomas E.,2,1,10
11FA,Jazz Saxophone,Lockwood Thomas E.,3,2,5
11FA,Bassoon,Clapp John G.,2,2,12
11FA,Bassoon,Clapp John G.,2,1,5
11FA,Bassoon,Clapp John G.,3,0,4
11FA,Horn,Peterson Erich M.,2,3,12
11FA,Horn,Peterson Erich M.,2,0,5
11FA,Horn,Peterson Erich M.,3,1,4
11FA,Trumpet,Puccini Dorival,2,4,12
11FA,Trumpet,Puccini Dorival,2,0,10
11FA,Trumpet,Puccini Dorival,3,1,4
11FA,Jazz Trumpet,Coyle Brian R.,2,0,12
11FA,Jazz Trumpet,Coyle Brian R.,3,0,6
11FA,Trombone/Euphonium,Spencer Daniel T.,2,1,12
11FA,Trombone,Spencer Daniel T.,2,0,5
11FA,Trombone/Euphonium,Spencer Daniel T.,3,0,4
11FA,Jazz Trombone,Wesselink Paul J.,2,1,12
11FA,Jazz Trombone,Wesselink Paul J.,3,0,6
11FA,Tuba,Spencer Daniel T.,2,0,12
11FA,Tuba/Euphonium,Spencer Daniel T.,2,1,5
11FA,Tuba,Spencer Daniel T.,3,0,4
11FA,Percussion,Secor Gregory,2,3,12
11FA,Percussion,Secor Gregory,2,0,5
11FA,Percussion,Secor Gregory,3,0,4
11FA,Jazz Percussion,Van Lente Michael J.,2,8,12
11FA,Jazz Percussion,Van Lente Michael J.,3,0,5
11FA,Harp,Waldvogel-Warren Martha,2,3,10
11FA,Harp,Waldvogel-Warren Martha,2,0,5
11FA,Harp,Waldvogel-Warren Martha,3,0,5
11FA,Violin,Craioveanu Mihai D.,2,6,10
11FA,Violin,Craioveanu Mihai D.,2,3,10
11FA,Violin,Craioveanu Mihai D.,3,8,8
11FA,Viola,Corbato Barbara,2,5,10
11FA,Viola,Corbato Barbara,2,0,6
11FA,Viola,Corbato Barbara,3,2,5
11FA,Cello,Piippo Richard G.,2,8,12
11FA,Cello,Piippo Richard G.,2,2,10
11FA,Cello,Piippo Richard G.,3,3,8
11FA,String Bass,Straus Melissa M.,2,1,10
11FA,String Bass,Straus Melissa M.,2,0,5
11FA,String Bass,Straus Melissa M.,3,1,10
11FA,Jazz Bass,Hoats Charles D.,2,2,12
11FA,Jazz Bass,Hoats Charles D.,3,3,6
11FA,Organ,Lewis Huw R.,2,2,10
11FA,Organ,Lewis Huw R.,2,2,10
11FA,Organ,Lewis Huw R.,3,1,10
11FA,Piano,Clark Adam L.,2,6,10
11FA,Piano,Clark Adam L.,2,3,10
11FA,Piano,Clark Adam L.,3,3,10
11FA,Piano,Le Andrew C.,2,6,20
11FA,Piano,Le Andrew C.,2,1,10
11FA,Piano,Le Andrew C.,3,9,15
11FA,Piano,Aschbrenner Charles,2,6,15
11FA,Piano,Kolean Lora L.,2,5,10
11FA,Piano,Kolean Lora L.,3,1,5
11FA,Jazz Piano,Talaga Stephen C.,2,10,10
11FA,Jazz Piano,Talaga Stephen C.,3,2,5
11FA,Guitar,Martin David J.,2,15,20
11FA,Guitar,Martin David J.,2,1,5
11FA,Guitar,Martin David J.,3,1,5
11FA,Guitar,Hyde Michael R.,2,14,20
11FA,Jazz Guitar,Hyde Michael R.,2,9,30
11FA,Jazz Guitar,Hyde Michael R.,3,2,5
11FA,Guitar,Malfroid Larry,2,2,5
11FA,Voice,Kim JungWoo,2,12,20
11FA,Voice,Kim JungWoo,2,7,10
11FA,Voice,Kim JungWoo,3,2,20
11FA,Voice,Dykstra Linda L.,2,16,20
11FA,Voice,Dykstra Linda L.,2,5,10
11FA,Voice,Dykstra Linda L.,3,4,20
11FA,Voice,Richmond Brad W.,2,4,20
11FA,Voice,Richmond Brad W.,2,4,10
11FA,Voice,Richmond Brad W.,3,0,10
11FA,Voice,Pilon Sherri L.,2,7,20
11FA,Voice,Pilon Sherri L.,2,0,10
11FA,Voice,Pilon Sherri L.,3,0,20
11FA,Voice,Sharp Stuart W.,2,1,20
11FA,Voice,Sharp Stuart W.,2,2,10
11FA,Voice,Sharp Stuart W.,3,0,20
11FA,Voice,Cosgrove Julia C.,2,0,20
11FA,Voice,Cosgrove Julia C.,2,0,23
11FA,Voice,Cosgrove Julia C.,3,0,20
11FA,Jazz Voice,Hyde Edith E.,2,11,14
11FA,Classical Guitar Class Beg,Malfroid Larry,2,8,14
11FA,Folk Style Guitar Methods,Malfroid Larry,2,14,14
11FA,Applied Composition,Talaga Stephen C.,2,2,6
11FA,Applied Composition,Talaga Stephen C.,3,0,6
11FA,Applied Computer Music,Erskine John K.,2,6,6
11FA,Applied Computer Music,Erskine John K.,3,2,6
11FA,Applied Recording Arts,Munch Jean-Yves,2,0,5
11FA,Applied Recording Arts,Munch Jean-Yves,3,2,10
11FA,Piano Class Beginning,Kolean Lora L.,2,14,14
11FA,Piano Class Beginning,Kolean Lora L.,2,14,14
11FA,Piano Class Beginning,Kolean Lora L.,2,13,14
11FA,Piano Class Beginning,Kolean Lora L.,2,12,14
11FA,Voice Class Beginning,Pilon Sherri L.,2,9,12
11FA,Small Group Voice,Pilon Sherri L.,2,3,4
11FA,Small Group Voice,Pilon Sherri L.,2,3,4
11FA,Small Group Voice,Pilon Sherri L.,2,3,4
11FA,Small Group Voice,Pilon Sherri L.,2,4,4
11FA,Keyboard Skills - Beginning,Strouf Linda K.,1,10,14
11FA,Keyboard Skills - Beginning,Strouf Linda K.,1,11,14
11FA,Eurhythmics I,Aschbrenner Charles,.5,7,18
11FA,Eurhythmics I,Aschbrenner Charles,.5,8,18
11FA,Theory III,Hodson Robert D.,4,11,15
11FA,Theory III,Hodson Robert D.,4,12,15
11FA,Aural Skills III,Wolfe Jennifer A.,1,8,15
11FA,Aural Skills III,Wolfe Jennifer A.,1,7,15
11FA,Keyboard Skills - Intermediate,Clark Adam L.,1,9,14
11FA,Elementary Music Methods,Hornbach Christina M.,4,7,15
11FA,Hist & Literature of the Opera,Randel Julia,4,8,25
11FA,Organ Literature,Lewis Huw R.,2,1,10
11FA,Piano Literature I,Le Andrew C.,1,2,10
11FA,Violin/Viola Pedagogy Lit,Craioveanu Mihai D.,3,3,10
11FA,Orchestration,Piippo Richard G.,3,10,15
11FA,Conducting Techniques,Richmond Brad W.,2,10,15
11FA,Percussion Methods,Secor Gregory,1,3,5
11FA,Diction for Singers (French),Kim JungWoo,1,4,10
11FA,Jazz Theory & Improvisation I,Talaga Stephen C.,3,6,10
11FA,Jazz Literature & Pedagogy,Coyle Brian R.,3,2,5
11FA,Recording Arts & Techniques,Erskine John K.,2,8,10
11FA,Sec Instrumental Meth & Admin,Southard Robert G.,4,3,10
11FA,Keyboard Skills for Organ,Lewis Huw R.,1,1,10
11FA,Keyboard Skills 1: Piano,Clark Adam L.,1,7,10
11FA,Ind Study: Theory Forum,Hodson Robert D.,1,3,10
11FA,Internship in Music,Erskine John K.,  1-4,2,10
11FA,Seminar in Music,Randel Julia,2,12,14
11FA,Seminar in Music,Randel Julia,2,5,14
11FA,Studies in Music,Puccini Dorival,3,1,1
14SP,Pending Audition - Piano,Le Andrew C.,  2/3,0,50
14SP,Pending Audition - Voice,Dykstra Linda L.,  2/3,0,50
14SP,Concert Attendance,Waterstone Kathy A.,0,55,150
14SP,Introduction to Music,Lewis Huw R.,4,34,35
14SP,Introduction to Music,Lewis Huw R.,4,39,41
14SP,Introduction to Music,Staff,4,0,35
14SP,Introduction to Music,Clark Adam L.,4,34,35
14SP,Survey of Jazz,Coyle Brian R.,4,44,40
14SP,Survey of Jazz,Talaga Stephen C.,4,42,35
14SP,Survey of Jazz,Roberts Nathaniel J.,4,27,35
14SP,Theory II,West Elizabeth O.,4,10,15
14SP,Theory II,West Elizabeth O.,4,9,15
14SP,Aural Skills II,Sooy Julie A.,1,10,15
14SP,Aural Skills II,Sooy Julie A.,1,10,15
14SP,Chapel Choir,Webb Mark R.,1,18,70
14SP,Chapel Choir,Webb Mark R.,0,24,70
14SP,College Chorus,Bogle Gary W.,1,25,100
14SP,College Chorus,Bogle Gary W.,0,16,100
14SP,Women's Chorus,Lemon Shirley J.,1,8,30
14SP,Women's Chorus,Lemon Shirley J.,0,6,30
14SP,Orchestra,Piippo Richard G.,1,15,65
14SP,Orchestra,Piippo Richard G.,0,25,100
14SP,Orchestra,Piippo Richard G.,1,6,70
14SP,Orchestra,Piippo Richard G.,0,13,70
14SP,Wind Ensemble,Southard Robert G.,1,12,60
14SP,Wind Ensemble,Southard Robert G.,0,34,50
14SP,Concert Band,Southard Robert G.,1,12,30
14SP,Concert Band,Southard Robert G.,0,16,30
14SP,Jazz Arts Collective,Coyle Brian R.,1,3,10
14SP,Jazz Arts Collective,Coyle Brian R.,0,8,10
14SP,Opera Workshop,Kim JungWoo,1,3,15
14SP,Opera Workshop,Kim JungWoo,0,5,10
14SP,Jazz Chamber Ensemble I,Coyle Brian R.,.5,3,4
14SP,Jazz Chamber Ensemble I,Coyle Brian R.,0,3,4
14SP,Jazz Chamber Ensemble II,Hodson Robert D.,.5,1,4
14SP,Jazz Chamber Ensemble II,Hodson Robert D.,0,4,4
14SP,Jazz Chamber Ensemble III,Talaga Stephen C.,.5,2,4
14SP,Jazz Chamber Ensemble III,Talaga Stephen C.,0,3,4
14SP,Jazz Chamber Ensemble IV,Van Lente Michael J.,.5,2,4
14SP,Jazz Chamber Ensemble IV,Van Lente Michael J.,0,2,4
14SP,Jazz Chamber Ensemble V,Lockwood Thomas E.,.5,1,4
14SP,Jazz Chamber Ensemble V,Lockwood Thomas E.,0,3,4
14SP,Jazz Education Ensemble,Coyle Brian R.,.5,1,4
14SP,Jazz Education Ensemble,Coyle Brian R.,0,4,4
14SP,Flute Choir,Sooy Julie A.,.5,3,12
14SP,Flute Choir,Sooy Julie A.,0,5,12
14SP,Chamber Music,Piippo Richard G.,.5,1,6
14SP,Chamber Music,Piippo Richard G.,0,3,6
14SP,Percussion Ensemble,Southard Robert G.,.5,0,10
14SP,Percussion Ensemble,Southard Robert G.,0,5,10
14SP,Saxophone Quartet,Briggs John A.,.5,0,10
14SP,Saxophone Quartet,Briggs John A.,0,4,10
14SP,12th Street Harmony,Hodson Robert D.,.5,3,10
14SP,12th Street Harmony,Hodson Robert D.,0,4,10
14SP,Luminescence,Hodson Robert D.,.5,0,10
14SP,Luminescence,Hodson Robert D.,0,9,10
14SP,Chamber Ensemble,Le Andrew C.,.5,2,10
14SP,Chamber Ensemble,Le Andrew C.,0,2,10
14SP,Piano Ensemble,Clark Adam L.,.5,2,4
14SP,Piano Ensemble,Clark Adam L.,0,4,4
14SP,Woodwind Trio,Southard Sarah,.5,0,5
14SP,Woodwind Trio,Southard Sarah,0,3,5
14SP,Woodwind Quintet,Southard Sarah,.5,1,4
14SP,WoodWind Quintet,Southard Sarah,0,4,4
14SP,Woodwind Trio,Schekman Joel W.,.5,0,4
14SP,WoodWind Trio,Schekman Joel W.,0,2,4
14SP,Flute,Sooy Julie A.,2,1,12
14SP,Flute,Southard Robert G.,2,1,10
14SP,Flute,Southard Robert G.,3,3,15
14SP,Oboe,Southard Sarah,2,4,12
14SP,Oboe,Southard Sarah,2,2,10
14SP,Oboe,Southard Sarah,3,2,5
14SP,Clarinet,Schekman Joel W.,2,4,12
14SP,Clarinet,Schekman Joel W.,2,2,10
14SP,Clarinet,Schekman Joel W.,3,1,4
14SP,Saxophone,Briggs John A.,2,1,12
14SP,Saxophone,Briggs John A.,2,1,1
14SP,Saxophone,Briggs John A.,3,0,4
14SP,Jazz Saxophone,Lockwood Thomas E.,2,1,10
14SP,Jazz Saxophone,Lockwood Thomas E.,3,1,5
14SP,Bassoon,Clapp John G.,2,1,12
14SP,Bassoon,Clapp John G.,2,0,5
14SP,Bassoon,Clapp John G.,3,0,4
14SP,Horn,French Keith A.,2,3,12
14SP,Horn,French Keith A.,2,0,5
14SP,Horn,French Keith A.,3,0,4
14SP,Trumpet,Smitter Pamela K.,2,1,12
14SP,Trumpet,Smitter Pamela K.,2,1,10
14SP,Trumpet,Smitter Pamela K.,3,1,4
14SP,Jazz Trumpet,Coyle Brian R.,2,0,12
14SP,Jazz Trumpet,Coyle Brian R.,3,0,6
14SP,Trombone/Euphonium,Wesselink Paul J.,2,2,12
14SP,Trombone,Wesselink Paul J.,2,0,5
14SP,Trombone/Euphonium,Wesselink Paul J.,3,0,4
14SP,Jazz Trombone,Wesselink Paul J.,2,1,12
14SP,Jazz Trombone,Wesselink Paul J.,3,0,6
14SP,Baritone/Euphonium,Wesselink Paul J.,  2/3,1,12
14SP,Baritone/Euphonium,Wesselink Paul J.,  2/3,0,5
14SP,Baritone/Euphonium,Wesselink Paul J.,  2/3,0,4
14SP,Tuba,Wesselink Paul J.,2,1,12
14SP,Tuba/Euphonium,Wesselink Paul J.,2,0,5
14SP,Tuba,Wesselink Paul J.,3,0,4
14SP,Percussion,Secor Gregory,2,4,12
14SP,Percussion,Secor Gregory,2,0,5
14SP,Percussion,Secor Gregory,3,0,4
14SP,Jazz Percussion,Van Lente Michael J.,2,9,12
14SP,Jazz Percussion,Van Lente Michael J.,3,3,5
14SP,Harp,Waldvogel-Warren Martha,2,2,10
14SP,Harp,Waldvogel-Warren Martha,2,0,5
14SP,Harp,Waldvogel-Warren Martha,3,2,5
14SP,Violin,Tuinenga Jennifer M.,2,1,10
14SP,Violin,Tuinenga Jennifer M.,2,2,10
14SP,Violin,Tuinenga Jennifer M.,3,1,8
14SP,Violin,Craioveanu Mihai D.,2,0,10
14SP,Violin,Craioveanu Mihai D.,2,1,10
14SP,Violin,Craioveanu Mihai D.,3,4,8
14SP,Viola,Corbato Barbara,2,3,10
14SP,Viola,Corbato Barbara,2,0,6
14SP,Viola,Corbato Barbara,3,0,5
14SP,Cello,Piippo Richard G.,2,5,12
14SP,Cello,Piippo Richard G.,2,0,10
14SP,Cello,Piippo Richard G.,3,0,8
14SP,String Bass,Straus Melissa M.,2,2,10
14SP,String Bass,Straus Melissa M.,2,0,5
14SP,String Bass,Straus Melissa M.,3,2,10
14SP,Jazz Bass,Hoats Charles D.,2,4,12
14SP,Jazz Bass,Hoats Charles D.,3,1,6
14SP,Organ,Lewis Huw R.,2,3,10
14SP,Organ,Lewis Huw R.,2,2,10
14SP,Organ,Lewis Huw R.,3,3,10
14SP,Piano,Clark Adam L.,2,2,10
14SP,Piano,Clark Adam L.,2,1,10
14SP,Piano,Clark Adam L.,3,3,10
14SP,Piano,Le Andrew C.,2,10,20
14SP,Piano,Le Andrew C.,2,0,10
14SP,Piano,Le Andrew C.,3,9,15
14SP,Piano,Aschbrenner Charles,2,2,15
14SP,Piano,Aschbrenner Charles,2,1,10
14SP,Piano,Kolean Lora L.,2,5,10
14SP,Piano,Kolean Lora L.,3,0,5
14SP,Jazz Piano,Talaga Stephen C.,2,10,10
14SP,Jazz Piano,Talaga Stephen C.,3,0,5
14SP,Jazz Piano,Talaga Stephen C.,2,4,12
14SP,Jazz Piano,Talaga Stephen C.,3,0,12
14SP,Guitar,Martin David J.,2,22,25
14SP,Guitar,Martin David J.,2,3,5
14SP,Guitar,Martin David J.,3,1,5
14SP,Jazz Guitar,Staff,2,0,30
14SP,Jazz Guitar,Staff,3,0,5
14SP,Guitar,Staff,2,0,5
14SP,Banjo,Roberts Nathaniel J.,2,1,15
14SP,Banjo,Roberts Nathaniel J.,3,1,5
14SP,Jazz Guitar,Hyde Michael R.,2,16,15
14SP,Jazz Guitar,Hyde Michael R.,3,2,15
14SP,Mandolin,Roberts Nathaniel J.,2,4,15
14SP,Mandolin,Roberts Nathaniel J.,3,2,5
14SP,Voice,Kim JungWoo,2,15,20
14SP,Voice,Kim JungWoo,2,3,10
14SP,Voice,Kim JungWoo,3,7,20
14SP,Voice,Dykstra Linda L.,2,9,20
14SP,Voice,Dykstra Linda L.,2,3,10
14SP,Voice,Dykstra Linda L.,3,8,20
14SP,Voice,Pilon Sherri L.,2,11,20
14SP,Voice,Pilon Sherri L.,2,0,10
14SP,Voice,Pilon Sherri L.,3,0,20
14SP,Jazz Voice,Hyde Edith E.,2,10,9
14SP,Jazz Voice,Hyde Edith E.,3,0,5
14SP,Classical Guitar Class Begin,Malfroid Larry,2,8,14
14SP,Folk Style Guitar Methods,Malfroid Larry,2,15,14
14SP,Applied Composition,Talaga Stephen C.,2,1,12
14SP,Applied Composition,Talaga Stephen C.,3,1,12
14SP,Applied Computer Music,Erskine John K.,2,3,12
14SP,Applied Computer Music,Erskine John K.,3,3,12
14SP,Piano Class Beginning,Kolean Lora L.,2,9,14
14SP,Piano Class Beginning,Kolean Lora L.,2,11,14
14SP,Piano Class Beginning,Kolean Lora L.,2,14,14
14SP,Piano Class Beginning,Kolean Lora L.,2,13,14
14SP,Voice Class Beginning,Pilon Sherri L.,2,11,12
14SP,Keyboard Skills IB,Staff,1,0,12
14SP,Keyboard Skills IB,Strouf Linda K.,1,8,12
14SP,Eurhythmics II,Aschbrenner Charles,.5,11,15
14SP,Theory IV,Hodson Robert D.,4,12,20
14SP,Aural Skills IV,Sooy Julie A.,1,9,20
14SP,Music & Ethnicity in the US,Randel Julia,4,19,20
14SP,Musical Perspectives,Hornbach Christina M.,4,14,24
14SP,Keyboard Skills,Clark Adam L.,1,10,12
14SP,Music Literature Before 1700,Randel Julia,4,4,30
14SP,String Methods I,Piippo Richard G.,1,5,10
14SP,Diction for Singers I,Dykstra Linda L.,1,5,10
14SP,Jazz Theory & Improvisation I,Talaga Stephen C.,3,1,10
14SP,Jazz Theory & Improvisation II,Talaga Stephen C.,3,0,10
14SP,Jazz Literature & Pedagogy,Coyle Brian R.,3,2,10
14SP,Jazz Comp & Arranging II,Talaga Stephen C.,3,3,10
14SP,Secondary Choral Methods,Hornbach Christina M.,4,1,10
14SP,Keyboard Skills II: Piano,Le Andrew C.,1,2,10
14SP,Keyboard Skills II: Organ,Lewis Huw R.,1,1,10
14SP,Ind Study: Advanced Recording,Munch Jean-Yves,  1-4,0,10
14SP,Mus Theory: Schenkerian Analys,Hodson Robert D.,2,10,10
14SP,Music Internship,Hodson Robert D.,  1-4,2,5
10FA,Pending Audition - Piano,Le Andrew C.,  2/3,0,50
10FA,Pending Audition - Voice,Dykstra Linda L.,  2/3,0,50
10FA,Concert Attendance,Waterstone Kathy A.,0,86,100
10FA,Introduction to Music,Southard Robert G.,4,36,35
10FA,Introduction to Music,Hornbach Christina M.,4,35,35
10FA,Introduction to Music,Southard Sarah,4,17,35
10FA,World Music,Randel Julia,4,37,35
10FA,Survey of Jazz,Talaga Stephen C.,4,46,35
10FA,Theory I,Veenstra Kimberly A.,4,15,15
10FA,Theory I,West Elizabeth O.,4,10,15
10FA,Theory I,West Elizabeth O.,4,12,15
10FA,Aural Skills I,Sooy Julie A.,1,10,15
10FA,Aural Skills I,Sooy Julie A.,1,14,15
10FA,Aural Skills I,Wolfe Jennifer A.,1,10,15
10FA,Chapel Choir,Richmond Brad W.,1,13,40
10FA,Chapel Choir,Richmond Brad W.,0,28,40
10FA,College Chorus,Richmond Brad W.,1,42,100
10FA,College Chorus,Richmond Brad W.,0,35,100
10FA,Women's Chamber Choir,Wolfe Jennifer A.,1,12,40
10FA,Women's Chamber Choir,Wolfe Jennifer A.,0,11,40
10FA,Orchestra,Piippo Richard G.,1,15,70
10FA,Orchestra,Piippo Richard G.,1,6,70
10FA,Orchestra,Piippo Richard G.,0,26,70
10FA,Orchestra,Piippo Richard G.,0,17,70
10FA,Wind Ensemble,Southard Robert G.,1,15,70
10FA,Wind Ensemble,Southard Robert G.,0,28,70
10FA,Concert Band,Southard Robert G.,1,9,30
10FA,Concert Band,Southard Robert G.,0,21,30
10FA,Jazz Arts Collective,Coyle Brian R.,1,2,20
10FA,Jazz Arts Collective,Coyle Brian R.,0,9,20
10FA,Collegium Musicum - Vocal,DeBoer James R.,1,9,24
10FA,Collegium Musicum - Vocal,DeBoer James R.,0,20,24
10FA,Opera Workshop,Dykstra Linda L.,1,1,15
10FA,Opera Workshop,Dykstra Linda L.,0,0,15
10FA,Jazz Chamber Ensemble I,Coyle Brian R.,.5,4,4
10FA,Jazz Chamber Ensemble I,Coyle Brian R.,0,5,4
10FA,Jazz Chamber Ensemble II,Hodson Robert D.,.5,2,4
10FA,Jazz Chamber Ensemble II,Hodson Robert D.,0,4,4
10FA,Jazz Chamber Ensemble III,Talaga Stephen C.,.5,2,4
10FA,Jazz Chamber Ensemble III,Talaga Stephen C.,0,3,4
10FA,Jazz Chamber Ensemble IV,Van Lente Michael J.,.5,4,4
10FA,Jazz Chamber Ensemble IV,Van Lente Michael J.,0,1,4
10FA,Jazz Chamber Ensemble V,Lockwood Thomas E.,.5,2,4
10FA,Jazz Chamber Ensemble V,Lockwood Thomas E.,0,2,4
10FA,Flute Choir,Sooy Julie A.,.5,3,12
10FA,Flute Choir,Sooy Julie A.,0,4,12
10FA,Percussion Ensemble,Secor Gregory,.5,0,6
10FA,Percussion Ensemble,Secor Gregory,0,3,6
10FA,Chamber Music,Piippo Richard G.,.5,0,4
10FA,Chamber Music,Piippo Richard G.,0,4,4
10FA,Chamber Music,Craioveanu Mihai D.,.5,0,4
10FA,Chamber Music,Craioveanu Mihai D.,0,3,4
10FA,Chamber Music,Le Andrew C.,.5,2,4
10FA,Chamber Music,Le Andrew C.,0,6,4
10FA,Brass Ensemble,Puccini Dorival,.5,2,5
10FA,Brass Ensemble,Puccini Dorival,0,7,5
10FA,12th Street Harmony,Richmond Brad W.,.5,1,12
10FA,12th Street Harmony,Richmond Brad W.,0,4,12
10FA,Luminescence,Richmond Brad W.,.5,2,12
10FA,Luminescence,Richmond Brad W.,0,7,12
10FA,Saxophone Quartet,Schekman Joel W.,.5,0,4
10FA,Saxophone Quartet,Schekman Joel W.,0,4,4
10FA,Woodwind Quintet,Southard Robert G.,.5,1,5
